CNPJ;Período;Indicador;Registros;CST PIS;CFOP;Descrição CFOP;Âmbito CFOP;Classificação CFOP;Código Item;Descrição Item;Quantidade Registros;Valor Operação;Valor PIS;Valor Cofins
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;08;5933;Prestação de serviço sujeita ao ISSQN.;Saída interna;OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;328,00;0,00;0,00
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;08;6102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505.;Saída interestadual;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM006;ITEM OU SERVICO SINTETICO 006;1;1184,00;0,00;0,00
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;08;6933;Prestação de serviço sujeita ao ISSQN.;Saída interestadual;OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;853,00;0,00;0,00
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;49;1102;Compra para comercialização.;Entrada interna;COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÕES DE SERVIÇOS;ITEM006;ITEM OU SERVICO SINTETICO 006;1;2400,00;39,60;182,40
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;49;2102;Compra para comercialização.;Entrada interestadual;COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;2069,00;34,14;157,24
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;49;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM008;ITEM OU SERVICO SINTETICO 008;1;1738,00;28,68;132,09
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;49;5933;Prestação de serviço sujeita ao ISSQN.;Saída interna;OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;772,00;12,74;58,67
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;49;6933;Prestação de serviço sujeita ao ISSQN.;Saída interestadual;OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;1297,00;21,40;98,57
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;50;1102;Compra para comercialização.;Entrada interna;COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÕES DE SERVIÇOS;ITEM006;ITEM OU SERVICO SINTETICO 006;1;444,00;7,33;33,74
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;50;2102;Compra para comercialização.;Entrada interestadual;COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;2513,00;41,46;190,99
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;50;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM008;ITEM OU SERVICO SINTETICO 008;1;2182,00;36,00;165,83
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;50;5933;Prestação de serviço sujeita ao ISSQN.;Saída interna;OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;1216,00;20,06;92,42
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;51;1102;Compra para comercialização.;Entrada interna;COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÕES DE SERVIÇOS;ITEM006;ITEM OU SERVICO SINTETICO 006;1;888,00;14,65;67,49
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;51;2102;Compra para comercialização.;Entrada interestadual;COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;557,00;9,19;42,33
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;51;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM008;ITEM OU SERVICO SINTETICO 008;1;226,00;3,73;17,18
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;51;5933;Prestação de serviço sujeita ao ISSQN.;Saída interna;OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;1660,00;27,39;126,16
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;70;1102;Compra para comercialização.;Entrada interna;COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÕES DE SERVIÇOS;ITEM006;ITEM OU SERVICO SINTETICO 006;1;1332,00;21,98;101,23
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;70;2102;Compra para comercialização.;Entrada interestadual;COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;1001,00;16,52;76,08
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;70;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM008;ITEM OU SERVICO SINTETICO 008;1;670,00;11,06;50,92
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;70;5933;Prestação de serviço sujeita ao ISSQN.;Saída interna;OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;2104,00;34,72;159,90
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;70;6102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505.;Saída interestadual;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM006;ITEM OU SERVICO SINTETICO 006;1;476,00;7,85;36,18
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;73;2102;Compra para comercialização.;Entrada interestadual;COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;1445,00;23,84;109,82
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;73;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM008;ITEM OU SERVICO SINTETICO 008;1;1114,00;18,38;84,66
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;73;5933;Prestação de serviço sujeita ao ISSQN.;Saída interna;OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;2548,00;42,04;193,65
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;73;6102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505.;Saída interestadual;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM006;ITEM OU SERVICO SINTETICO 006;1;920,00;15,18;69,92
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para serviço;A100/A170;73;6933;Prestação de serviço sujeita ao ISSQN.;Saída interestadual;OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS;ITEM007;ITEM OU SERVICO SINTETICO 007;1;589,00;9,72;44,76
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;5101;Venda de produção do estabelecimento.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM002;ITEM OU SERVICO SINTETICO 002;1;791,50;13,06;60,15
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;5101;Venda de produção do estabelecimento.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM004;ITEM OU SERVICO SINTETICO 004;1;2042,50;33,70;155,23
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;5101;Venda de produção do estabelecimento.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM020;ITEM OU SERVICO SINTETICO 020;1;4340,50;71,62;329,88
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM001;ITEM OU SERVICO SINTETICO 001;1;4117,50;67,94;312,93
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM003;ITEM OU SERVICO SINTETICO 003;1;568,50;9,38;43,21
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM005;ITEM OU SERVICO SINTETICO 005;1;1819,50;30,02;138,28
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;5405;Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária, na condição de contribuinte substituído.;Saída interna;SAÍDAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA;ITEM008;ITEM OU SERVICO SINTETICO 008;1;1751,50;28,90;133,11
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;5405;Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária, na condição de contribuinte substituído.;Saída interna;SAÍDAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA;ITEM010;ITEM OU SERVICO SINTETICO 010;1;3002,50;49,54;228,19
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;6101;Venda de produção do estabelecimento.;Saída interestadual;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM001;ITEM OU SERVICO SINTETICO 001;1;2454,50;40,50;186,54
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;6101;Venda de produção do estabelecimento.;Saída interestadual;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM003;ITEM OU SERVICO SINTETICO 003;1;3705,50;61,14;281,62
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;6101;Venda de produção do estabelecimento.;Saída interestadual;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM019;ITEM OU SERVICO SINTETICO 019;1;1203,50;19,86;91,47
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;6102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505.;Saída interestadual;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM014;ITEM OU SERVICO SINTETICO 014;1;2934,50;48,42;223,02
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;6102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505.;Saída interestadual;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM018;ITEM OU SERVICO SINTETICO 018;1;636,50;10,50;48,37
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;6404;Venda de mercadoria sujeita ao regime de substituição tributária, cujo imposto já tenha sido retido anteriormente.;Saída interestadual;SAÍDAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA;ITEM009;ITEM OU SERVICO SINTETICO 009;1;4888,50;80,66;371,53
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;01;6404;Venda de mercadoria sujeita ao regime de substituição tributária, cujo imposto já tenha sido retido anteriormente.;Saída interestadual;SAÍDAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA;ITEM011;ITEM OU SERVICO SINTETICO 011;1;1339,50;22,10;101,80
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;02;5101;Venda de produção do estabelecimento.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM010;ITEM OU SERVICO SINTETICO 010;1;245,50;4,05;18,66
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;02;5101;Venda de produção do estabelecimento.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM012;ITEM OU SERVICO SINTETICO 012;1;1496,50;24,69;113,73
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;02;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM009;ITEM OU SERVICO SINTETICO 009;1;3571,50;58,93;271,43
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;02;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM011;ITEM OU SERVICO SINTETICO 011;1;4822,50;79,57;366,51
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;02;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;Saída interna;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM013;ITEM OU SERVICO SINTETICO 013;1;1273,50;21,01;96,79
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;02;5405;Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária, na condição de contribuinte substituído.;Saída interna;SAÍDAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA;ITEM014;ITEM OU SERVICO SINTETICO 014;1;4754,50;78,45;361,34
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;02;5405;Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária, na condição de contribuinte substituído.;Saída interna;SAÍDAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA;ITEM018;ITEM OU SERVICO SINTETICO 018;1;2456,50;40,53;186,69
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;02;6101;Venda de produção do estabelecimento.;Saída interestadual;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM009;ITEM OU SERVICO SINTETICO 009;1;1908,50;31,49;145,05
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;02;6101;Venda de produção do estabelecimento.;Saída interestadual;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM011;ITEM OU SERVICO SINTETICO 011;1;3159,50;52,13;240,12
99999999000199;01/08/2026 a 31/08/2026;Receita de venda para produto;C100/C170;02;6102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505.;Saída interestadual;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;ITEM002;ITEM OU SERVICO SINTETICO 002;1;2388,50;39,41;181,53
