CNPJ;Período;Registros;Tipo Operação;Situação;Código Participante;CNPJ Participante;CPF Participante;Nome Participante;UF Origem/Destino;Número Documento;Série;Chave NF-e;Data Documento;Data Entrada/Saída;Vlr Documento;Vlr Desconto NF;Vlr Mercadoria/Operação;Vlr Frete;Vlr Seguro;Vlr Outras DA;Número Item;Código Item;Descrição Complementar;Descrição Item;NCM;Código Serviço;Código Barra;Tipo Item;Vlr Item;Qtde;Unidade Medida;Vlr Desconto Item;Natureza Crédito;CFOP;Descrição CFOP;CFOP Faturamento;CST ICMS;Vlr Base Cálculo ICMS;Alíquota ICMS;Vlr ICMS;Vlr Base Cálculo ICMS ST;Alíquota ICMS ST;Vlr ICMS ST;CST IPI;Vlr Base Cálculo IPI;Alíquota IPI;Vlr IPI;CST PIS;Vlr Base Cálculo PIS;Qtde Base Cálculo PIS;Alíquota PIS;Qtde Alíquota PIS;Vlr PIS;CST Cofins;Vlr Base Cálculo Cofins;Qtde Base Cálculo Cofins;Alíquota Cofins;Qtde Alíquota Cofins;Vlr Cofins;Conta Contábil;Débito/Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART014;99000000140001;;FORNECEDOR SINTETICO 014;MG;AS00010014;1;10014;14/08/2026;14/08/2026;1509,00;0,00;1509,00;;;;2;ITEM003;SERVICO SINTETICO A 0027;ITEM OU SERVICO SINTETICO 003;;1801;;09;811,00;;;0,00;01;;;6933;;;;;;;;;;;;08;0,00;;0,0000;;0,00;08;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART015;99000000150001;;FORNECEDOR SINTETICO 015;PR;AS00010015;1;10015;15/08/2026;15/08/2026;2544,00;0,00;2544,00;;;;1;ITEM004;SERVICO SINTETICO A 0028;ITEM OU SERVICO SINTETICO 004;;1201;;09;735,00;;;0,00;01;;;1102;;;;;;;;;;;;08;0,00;;0,0000;;0,00;08;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART015;99000000150001;;FORNECEDOR SINTETICO 015;PR;AS00010015;1;10015;15/08/2026;15/08/2026;2544,00;0,00;2544,00;;;;2;ITEM005;SERVICO SINTETICO A 0029;ITEM OU SERVICO SINTETICO 005;;1202;;09;848,00;;;0,00;01;;;2102;;;;;;;;;;;;49;848,00;;1,6500;;13,99;49;848,00;;7,6000;;64,45;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART015;99000000150001;;FORNECEDOR SINTETICO 015;PR;AS00010015;1;10015;15/08/2026;15/08/2026;2544,00;0,00;2544,00;;;;3;ITEM006;SERVICO SINTETICO A 0030;ITEM OU SERVICO SINTETICO 006;;1203;;09;961,00;;;0,00;01;;;5102;;;;;;;;;;;;50;961,00;;1,6500;;15,86;50;961,00;;7,6000;;73,04;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART016;99000000160001;;CLIENTE SINTETICO 016;SC;AS00010016;1;10016;16/08/2026;16/08/2026;772,00;0,00;772,00;;;;1;ITEM007;SERVICO SINTETICO A 0031;ITEM OU SERVICO SINTETICO 007;;1401;;09;772,00;;;0,00;01;;;5933;;;;;;;;;;;;49;772,00;;1,6500;;12,74;49;772,00;;7,6000;;58,67;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART017;99000000170001;;CLIENTE SINTETICO 017;RS;AS00010017;1;10017;17/08/2026;17/08/2026;1731,00;0,00;1731,00;;;;1;ITEM008;SERVICO SINTETICO A 0032;ITEM OU SERVICO SINTETICO 008;;1701;;09;809,00;;;0,00;01;;;6102;;;;;;;;;;;;50;809,00;;1,6500;;13,35;50;809,00;;7,6000;;61,48;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART017;99000000170001;;CLIENTE SINTETICO 017;RS;AS00010017;1;10017;17/08/2026;17/08/2026;1731,00;0,00;1731,00;;;;2;ITEM001;SERVICO SINTETICO A 0033;ITEM OU SERVICO SINTETICO 001;;1702;;09;922,00;;;0,00;01;;;6933;;;;;;;;;;;;51;922,00;;1,6500;;15,21;51;922,00;;7,6000;;70,07;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART018;99000000180001;;CLIENTE SINTETICO 018;SP;AS00010018;1;10018;18/08/2026;18/08/2026;2877,00;0,00;2877,00;;;;1;ITEM002;SERVICO SINTETICO A 0034;ITEM OU SERVICO SINTETICO 002;;1801;;09;846,00;;;0,00;01;;;1102;;;;;;;;;;;;51;846,00;;1,6500;;13,96;51;846,00;;7,6000;;64,30;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART018;99000000180001;;CLIENTE SINTETICO 018;SP;AS00010018;1;10018;18/08/2026;18/08/2026;2877,00;0,00;2877,00;;;;2;ITEM003;SERVICO SINTETICO A 0035;ITEM OU SERVICO SINTETICO 003;;1201;;09;959,00;;;0,00;01;;;2102;;;;;;;;;;;;70;959,00;;1,6500;;15,82;70;959,00;;7,6000;;72,88;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART018;99000000180001;;CLIENTE SINTETICO 018;SP;AS00010018;1;10018;18/08/2026;18/08/2026;2877,00;0,00;2877,00;;;;3;ITEM004;SERVICO SINTETICO A 0036;ITEM OU SERVICO SINTETICO 004;;1202;;09;1072,00;;;0,00;01;;;5102;;;;;;;;;;;;73;1072,00;;1,6500;;17,69;73;1072,00;;7,6000;;81,47;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART019;99000000190001;;CLIENTE SINTETICO 019;RJ;AS00010019;1;10019;19/08/2026;19/08/2026;883,00;0,00;883,00;;;;1;ITEM005;SERVICO SINTETICO A 0037;ITEM OU SERVICO SINTETICO 005;;1203;;09;883,00;;;0,00;01;;;5933;;;;;;;;;;;;70;883,00;;1,6500;;14,57;70;883,00;;7,6000;;67,11;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART020;99000000200001;;CLIENTE SINTETICO 020;MG;AS00010020;1;10020;20/08/2026;20/08/2026;1953,00;0,00;1953,00;;;;1;ITEM006;SERVICO SINTETICO A 0038;ITEM OU SERVICO SINTETICO 006;;1401;;09;920,00;;;0,00;01;;;6102;;;;;;;;;;;;73;920,00;;1,6500;;15,18;73;920,00;;7,6000;;69,92;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART020;99000000200001;;CLIENTE SINTETICO 020;MG;AS00010020;1;10020;20/08/2026;20/08/2026;1953,00;0,00;1953,00;;;;2;ITEM007;SERVICO SINTETICO A 0039;ITEM OU SERVICO SINTETICO 007;;1701;;09;1033,00;;;0,00;01;;;6933;;;;;;;;;;;;01;1033,00;;1,6500;;17,04;01;1033,00;;7,6000;;78,51;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART021;99000000210001;;CLIENTE SINTETICO 021;PR;AS00010021;1;10021;21/08/2026;21/08/2026;3210,00;0,00;3210,00;;;;1;ITEM008;SERVICO SINTETICO A 0040;ITEM OU SERVICO SINTETICO 008;;1702;;09;957,00;;;0,00;01;;;1102;;;;;;;;;;;;01;957,00;;1,6500;;15,79;01;957,00;;7,6000;;72,73;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART021;99000000210001;;CLIENTE SINTETICO 021;PR;AS00010021;1;10021;21/08/2026;21/08/2026;3210,00;0,00;3210,00;;;;2;ITEM001;SERVICO SINTETICO A 0041;ITEM OU SERVICO SINTETICO 001;;1801;;09;1070,00;;;0,00;01;;;2102;;;;;;;;;;;;02;1070,00;;1,6500;;17,66;02;1070,00;;7,6000;;81,32;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART021;99000000210001;;CLIENTE SINTETICO 021;PR;AS00010021;1;10021;21/08/2026;21/08/2026;3210,00;0,00;3210,00;;;;3;ITEM002;SERVICO SINTETICO A 0042;ITEM OU SERVICO SINTETICO 002;;1201;;09;1183,00;;;0,00;01;;;5102;;;;;;;;;;;;04;0,00;;0,0000;;0,00;04;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART022;99000000220001;;CLIENTE SINTETICO 022;SC;AS00010022;1;10022;22/08/2026;22/08/2026;994,00;0,00;994,00;;;;1;ITEM003;SERVICO SINTETICO A 0043;ITEM OU SERVICO SINTETICO 003;;1202;;09;994,00;;;0,00;01;;;5933;;;;;;;;;;;;02;994,00;;1,6500;;16,40;02;994,00;;7,6000;;75,54;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART023;99000000230001;;CLIENTE SINTETICO 023;RS;AS00010023;1;10023;23/08/2026;23/08/2026;2175,00;0,00;2175,00;;;;1;ITEM004;SERVICO SINTETICO A 0044;ITEM OU SERVICO SINTETICO 004;;1203;;09;1031,00;;;0,00;01;;;6102;;;;;;;;;;;;04;0,00;;0,0000;;0,00;04;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART023;99000000230001;;CLIENTE SINTETICO 023;RS;AS00010023;1;10023;23/08/2026;23/08/2026;2175,00;0,00;2175,00;;;;2;ITEM005;SERVICO SINTETICO A 0045;ITEM OU SERVICO SINTETICO 005;;1401;;09;1144,00;;;0,00;01;;;6933;;;;;;;;;;;;06;0,00;;0,0000;;0,00;06;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART024;99000000240001;;CLIENTE SINTETICO 024;SP;AS00010024;1;10024;24/08/2026;24/08/2026;3543,00;0,00;3543,00;;;;1;ITEM006;SERVICO SINTETICO A 0046;ITEM OU SERVICO SINTETICO 006;;1701;;09;1068,00;;;0,00;01;;;1102;;;;;;;;;;;;06;0,00;;0,0000;;0,00;06;0,00;;0,0000;;0,00;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART024;99000000240001;;CLIENTE SINTETICO 024;SP;AS00010024;1;10024;24/08/2026;24/08/2026;3543,00;0,00;3543,00;;;;2;ITEM007;SERVICO SINTETICO A 0047;ITEM OU SERVICO SINTETICO 007;;1702;;09;1181,00;;;0,00;01;;;2102;;;;;;;;;;;;07;0,00;;0,0000;;0,00;07;0,00;;0,0000;;0,00;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART024;99000000240001;;CLIENTE SINTETICO 024;SP;AS00010024;1;10024;24/08/2026;24/08/2026;3543,00;0,00;3543,00;;;;3;ITEM008;SERVICO SINTETICO A 0048;ITEM OU SERVICO SINTETICO 008;;1801;;09;1294,00;;;0,00;01;;;5102;;;;;;;;;;;;08;0,00;;0,0000;;0,00;08;0,00;;0,0000;;0,00;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART025;99000000250001;;CLIENTE SINTETICO 025;RJ;AS00010025;1;10025;25/08/2026;25/08/2026;1105,00;0,00;1105,00;;;;1;ITEM001;SERVICO SINTETICO A 0049;ITEM OU SERVICO SINTETICO 001;;1201;;09;1105,00;;;0,00;01;;;5933;;;;;;;;;;;;07;0,00;;0,0000;;0,00;07;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART026;99000000260001;;CLIENTE SINTETICO 026;MG;AS00010026;1;10026;26/08/2026;26/08/2026;2397,00;0,00;2397,00;;;;1;ITEM002;SERVICO SINTETICO A 0050;ITEM OU SERVICO SINTETICO 002;;1202;;09;1142,00;;;0,00;01;;;6102;;;;;;;;;;;;08;0,00;;0,0000;;0,00;08;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART026;99000000260001;;CLIENTE SINTETICO 026;MG;AS00010026;1;10026;26/08/2026;26/08/2026;2397,00;0,00;2397,00;;;;2;ITEM003;SERVICO SINTETICO A 0051;ITEM OU SERVICO SINTETICO 003;;1203;;09;1255,00;;;0,00;01;;;6933;;;;;;;;;;;;49;1255,00;;1,6500;;20,71;49;1255,00;;7,6000;;95,38;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART027;99000000270001;;CLIENTE SINTETICO 027;PR;AS00010027;1;10027;27/08/2026;27/08/2026;3876,00;0,00;3876,00;;;;1;ITEM004;SERVICO SINTETICO A 0052;ITEM OU SERVICO SINTETICO 004;;1401;;09;1179,00;;;0,00;01;;;1102;;;;;;;;;;;;49;1179,00;;1,6500;;19,45;49;1179,00;;7,6000;;89,60;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART027;99000000270001;;CLIENTE SINTETICO 027;PR;AS00010027;1;10027;27/08/2026;27/08/2026;3876,00;0,00;3876,00;;;;2;ITEM005;SERVICO SINTETICO A 0053;ITEM OU SERVICO SINTETICO 005;;1701;;09;1292,00;;;0,00;01;;;2102;;;;;;;;;;;;50;1292,00;;1,6500;;21,32;50;1292,00;;7,6000;;98,19;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART027;99000000270001;;CLIENTE SINTETICO 027;PR;AS00010027;1;10027;27/08/2026;27/08/2026;3876,00;0,00;3876,00;;;;3;ITEM006;SERVICO SINTETICO A 0054;ITEM OU SERVICO SINTETICO 006;;1702;;09;1405,00;;;0,00;01;;;5102;;;;;;;;;;;;51;1405,00;;1,6500;;23,18;51;1405,00;;7,6000;;106,78;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART028;99000000280001;;CLIENTE SINTETICO 028;SC;AS00010028;1;10028;28/08/2026;28/08/2026;1216,00;0,00;1216,00;;;;1;ITEM007;SERVICO SINTETICO A 0055;ITEM OU SERVICO SINTETICO 007;;1801;;09;1216,00;;;0,00;01;;;5933;;;;;;;;;;;;50;1216,00;;1,6500;;20,06;50;1216,00;;7,6000;;92,42;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART029;99000000290001;;CLIENTE SINTETICO 029;RS;AS00010029;1;10029;29/08/2026;29/08/2026;2619,00;0,00;2619,00;;;;1;ITEM008;SERVICO SINTETICO A 0056;ITEM OU SERVICO SINTETICO 008;;1201;;09;1253,00;;;0,00;01;;;6102;;;;;;;;;;;;51;1253,00;;1,6500;;20,67;51;1253,00;;7,6000;;95,23;CTA_SERV;Crédito
